username,title,short_description,budget,category,offers,expiry_date,url,avatar_url_source,avatar_filename_for_web,full_description,requirements
ACCREA Medical Robotics,Social Media Menager,"Lokalizacja: Lublin
Wymiar: pełny/niepełny etat
Praca: stacjonarna/hybrydowa/zdalna
Języki: angielski (wymagany), niemiecki (opcjonalny)
Wynagrodzenie: 4000–10 000 PLN (w zależności od doświadczenia)

Zakres obowiązków:
Tworzenie strategii...","7000,00 PLN",Social media,1,Znika za 30 dni,"https://useme.com/pl/jobs/social-media-menager,115605/",https://useme-prod-public.s3.amazonaws.com/avatars/053/482753.png,ACCREA_Medical_Robotics_2e64d162b781013a5860b2064db1d307.png,"Lokalizacja: Lublin
Wymiar: pełny/niepełny etat
Praca: stacjonarna/hybrydowa/zdalna
Języki: angielski (wymagany), niemiecki (opcjonalny)
Wynagrodzenie: 4000–10 000 PLN (w zależności od doświadczenia)
Zakres obowiązków:
Tworzenie strategii i planu komunikacji w social mediach zgodnie z długofalową strategią marketingową.
Kreowanie i publikacja angażujących treści (teksty, grafiki, filmy) na LinkedIn, Facebook, Instagram, TikTok.
Prowadzenie kampanii reklamowych (LinkedIn Ads, TikTok Ads) i raportowanie wyników.
Współpraca z zespołem i klientem przy projektach komunikacyjnych.
Nawiązywanie współpracy z influencerami.
Wymagania:
Min. 4 lata doświadczenia w zarządzaniu markami w branży medycznej.
Portfolio potwierdzające umiejętności w prowadzeniu social mediów.
Znajomość narzędzi (Canva Pro, CapCut, Meta Ads, Google Analytics, TikTok Ads Manager).
Kreatywność, znajomość trendów i algorytmów social media.
Biegły angielski, myślenie strategiczne, nastawienie na cel.
Oferujemy:
Elastyczną formę pracy (zdalna/hybrydowa).
Kartę Multisport, ubezpieczenie grupowe.
Finansowanie szkoleń i rozwój w dynamicznym zespole.
Lokalizacja: Lublin
Wymiar: pełny/niepełny etat
Praca: stacjonarna/hybrydowa/zdalna
Języki: angielski (wymagany), niemiecki (opcjonalny)
Wynagrodzenie: 4000–10 000 PLN (w zależności od doświadczenia)
Zakres obowiązków:
Tworzenie strategii i planu komunikacji w social mediach zgodnie z długofalową strategią marketingową.
Kreowanie i publikacja angażujących treści (teksty, grafiki, filmy) na LinkedIn, Facebook, Instagram, TikTok.
Prowadzenie kampanii reklamowych (LinkedIn Ads, TikTok Ads) i raportowanie wyników.
Współpraca z zespołem i klientem przy projektach komunikacyjnych.
Nawiązywanie współpracy z influencerami.
Wymagania:
Min. 4 lata doświadczenia w zarządzaniu markami w branży medycznej.
Portfolio potwierdzające umiejętności w prowadzeniu social mediów.
Znajomość narzędzi (Canva Pro, CapCut, Meta Ads, Google Analytics, TikTok Ads Manager).
Kreatywność, znajomość trendów i algorytmów social media.
Biegły angielski, myślenie strategiczne, nastawienie na cel.
Oferujemy:
Elastyczną formę pracy (zdalna/hybrydowa).
Kartę Multisport, ubezpieczenie grupowe.
Finansowanie szkoleń i rozwój w dynamicznym zespole.",
Flaming Commerce,Koordynator / Head of Operations / Project Manager,"Stanowisko: Koordynator Zespołu / Head of Operations (preferowana długoterminowa współpraca)
Wynagrodzenie: podstawa + premia. 
Tryb pracy: Zdalnie.

Jesteśmy rozwijającą się agencją marketingu internetowego działającą na rynku od 2 lat....",Do negocjacji,Zarządzanie projektami,3,Znika za 30 dni,"https://useme.com/pl/jobs/koordynator-head-of-operations-project-manager,115604/",https://useme-prod-public.s3.amazonaws.com/avatars/083/244483_DUedXVb.png,Flaming_Commerce_8e600d3c8b3bb670550a598fce428207.png,"Stanowisko: Koordynator Zespołu / Head of Operations (preferowana długoterminowa współpraca)
Wynagrodzenie: podstawa + premia. 
Tryb pracy: Zdalnie.
Jesteśmy rozwijającą się agencją marketingu internetowego działającą na rynku od 2 lat. Specjalizujemy się w pozycjonowaniu (SEO), kampaniach Google Ads oraz projektowaniu stron i sklepów internetowych. Naszym celem jest świadczenie kompleksowych i jakościowych usług marketingu online. Obecnie tworzymy zespół specjalistów i poszukujemy osoby, która poprowadzi ten zespół jako Koordynator / Head of Operations.
Zakres obowiązków:
Zarządzanie pracą zespołu specjalistów (SEO, Google Ads, Web Development, Grafika, Sprzedaż)
Nadzór nad jakością i terminowością realizowanych projektów
Codzienna komunikacja z członkami zespołu i raportowanie postępów do właściciela firmy
Współudział w rekrutacji oraz wdrażaniu nowych członków zespołu
Optymalizacja i dokumentowanie procesów wewnętrznych
Dbanie o efektywne wykorzystanie narzędzi zarządzania projektami i komunikacji
Wymagania:
Minimum 2 lata doświadczenia na stanowisku Project Managera, Team Leadera lub Koordynatora Zespołu
Doświadczenie w branży marketingu internetowego (SEO, Ads, Web) będzie dużym atutem
Biegła znajomość narzędzi: ClickUp / Asana, Slack, Google Workspace, CRM (np. Pipedrive)
Umiejętność pracy zdalnej, bardzo dobra organizacja i samodzielność
Wysoko rozwinięte kompetencje interpersonalne, decyzyjność i odpowiedzialność
Oferujemy:
Realny wpływ na rozwój firmy i strukturę zespołu
Pracę w dynamicznym środowisku, z jasno określonymi celami
Możliwość dalszego rozwoju i objęcia funkcji zarządczych
Pełną elastyczność czasu pracy (liczy się efekt)
Współpracę z ambitnym i zaangażowanym zespołem
Zgłoszenia: Prosimy o przesłanie CV oraz kilku zdań dlaczego jesteś idealnym kandydatem w załączniku. Dołącz klauzulę RODO. Skontaktujemy się z wybranymi kandydatami.
Stanowisko: Koordynator Zespołu / Head of Operations (preferowana długoterminowa współpraca)
Wynagrodzenie: podstawa + premia.
Tryb pracy: Zdalnie.
Jesteśmy rozwijającą się agencją marketingu internetowego działającą na rynku od 2 lat. Specjalizujemy się w pozycjonowaniu (SEO), kampaniach Google Ads oraz projektowaniu stron i sklepów internetowych. Naszym celem jest świadczenie kompleksowych i jakościowych usług marketingu online. Obecnie tworzymy zespół specjalistów i poszukujemy osoby, która poprowadzi ten zespół jako Koordynator / Head of Operations.
Zakres obowiązków:
Zarządzanie pracą zespołu specjalistów (SEO, Google Ads, Web Development, Grafika, Sprzedaż)
Nadzór nad jakością i terminowością realizowanych projektów
Codzienna komunikacja z członkami zespołu i raportowanie postępów do właściciela firmy
Współudział w rekrutacji oraz wdrażaniu nowych członków zespołu
Optymalizacja i dokumentowanie procesów wewnętrznych
Dbanie o efektywne wykorzystanie narzędzi zarządzania projektami i komunikacji
Wymagania:
Minimum 2 lata doświadczenia na stanowisku Project Managera, Team Leadera lub Koordynatora Zespołu
Doświadczenie w branży marketingu internetowego (SEO, Ads, Web) będzie dużym atutem
Biegła znajomość narzędzi: ClickUp / Asana, Slack, Google Workspace, CRM (np. Pipedrive)
Umiejętność pracy zdalnej, bardzo dobra organizacja i samodzielność
Wysoko rozwinięte kompetencje interpersonalne, decyzyjność i odpowiedzialność
Oferujemy:
Realny wpływ na rozwój firmy i strukturę zespołu
Pracę w dynamicznym środowisku, z jasno określonymi celami
Możliwość dalszego rozwoju i objęcia funkcji zarządczych
Pełną elastyczność czasu pracy (liczy się efekt)
Współpracę z ambitnym i zaangażowanym zespołem
Zgłoszenia: Prosimy o przesłanie CV oraz kilku zdań dlaczego jesteś idealnym kandydatem w załączniku. Dołącz klauzulę RODO. Skontaktujemy się z wybranymi kandydatami.",
Anna z Develtio,3 artykuły sponsorowane i 4 opisy produktów pod SEO dla branży budowlanej,"Dzień dobry,

Zlecimy przygotowanie pod SEO: 3 artykułów sponsorowanych oraz 4 opisów produktowych dla branży budowlanej.

Długość każdego artykułu sponsorowanego: 3000 zzs
Długość każdego opisu produktowego: 3000 zzs.

Dostarczamy plik wraz z...",Do negocjacji,Copywriting i teksty,11,Znika za 30 dni,"https://useme.com/pl/jobs/3-artykuy-sponsorowane-i-4-opisy-produktow-pod-seo-dla-branzy-budowlanej,115603/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Dzień dobry,
Zlecimy przygotowanie pod SEO: 3 artykułów sponsorowanych oraz 4 opisów produktowych dla branży budowlanej.
Długość każdego artykułu sponsorowanego: 3000 zzs
Długość każdego opisu produktowego: 3000 zzs.
Dostarczamy plik wraz z listą fraz kluczowych.
Dzień dobry,
Zlecimy przygotowanie pod SEO: 3 artykułów sponsorowanych oraz 4 opisów produktowych dla branży budowlanej.
Długość każdego artykułu sponsorowanego: 3000 zzs
Długość każdego opisu produktowego: 3000 zzs.
Dostarczamy plik wraz z listą fraz kluczowych.",
Daniel Piskurewicz,"Grafik do stałej współpracy - sociale, sklepy, reklamy","Szukam do stałej współpracy przy różnych projektach, głównie: 
- grafiki do postów
- grafiki promocyjne do sklepów, banery
- grafiki do stron www 

Szukam kogoś do prostych prac przy obróbce materiałów do reklam, pracujemy na materiałach od...","100,00 PLN",Grafika 3D,10,Znika za 90 dni,"https://useme.com/pl/jobs/grafik-do-staej-wspopracy-sociale-sklepy-reklamy,115602/",https://useme-prod-public.s3.amazonaws.com/avatars/012/216712_f5trg4K.png,Daniel_Piskurewicz_16e9a18087f75ac885f4a90a83878552.png,"Szukam do stałej współpracy przy różnych projektach, głównie: 
- grafiki do postów
- grafiki promocyjne do sklepów, banery
- grafiki do stron www 
Szukam kogoś do prostych prac przy obróbce materiałów do reklam, pracujemy na materiałach od klientów lub stockowych zdjęciach. 
Potrzebuję kogoś kto szybko ogarnia takie tematy. 
Budżety na projekty nie są kosmiczne, raczej projekty dla lokalnych firm.
Szukam do stałej współpracy przy różnych projektach, głównie:
- grafiki do postów
- grafiki promocyjne do sklepów, banery
- grafiki do stron www
Szukam kogoś do prostych prac przy obróbce materiałów do reklam, pracujemy na materiałach od klientów lub stockowych zdjęciach.
Potrzebuję kogoś kto szybko ogarnia takie tematy.
Budżety na projekty nie są kosmiczne, raczej projekty dla lokalnych firm.",
Karolina,Wstawianie ogłoszeń fb bez doświadczenia,"Szukam osoby która dołączy do grup sąsiedzkich na fb (kraków) i będzie wstawiała ogłoszenia dotyczące usług które oferujemy (pralnia), ze swojego konta. Będzie to gotowa grafika + trochę tekstu. Chcę żeby post pojawiał się mniej więcej raz w...",Do negocjacji,Social media,7,Znika za 90 dni,"https://useme.com/pl/jobs/wstawianie-ogoszen-fb-bez-doswiadczenia,115600/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Szukam osoby która dołączy do grup sąsiedzkich na fb (kraków) i będzie wstawiała ogłoszenia dotyczące usług które oferujemy (pralnia), ze swojego konta. Będzie to gotowa grafika + trochę tekstu. Chcę żeby post pojawiał się mniej więcej raz w tygodniu na każdej grupce. Musisz mieć umiejętność researchu, poproszę Cię o znalezienie takich grupek samodzielnie jak najwięcej. Prośba też o monitorowanie postów w jakimś docs czy excelu, gdzie post został wstawiony, żebym mogła śledzić komentarze. Myślę że zajmie to nie więcej niż 30 min dziennie albo i mniej. Prośba o Twoją wycenę, może być /h albo za post. Nie wymagam żadnego doświadczenia tylko znajomość fb.
Szukam osoby która dołączy do grup sąsiedzkich na fb (kraków) i będzie wstawiała ogłoszenia dotyczące usług które oferujemy (pralnia), ze swojego konta. Będzie to gotowa grafika + trochę tekstu. Chcę żeby post pojawiał się mniej więcej raz w tygodniu na każdej grupce. Musisz mieć umiejętność researchu, poproszę Cię o znalezienie takich grupek samodzielnie jak najwięcej. Prośba też o monitorowanie postów w jakimś docs czy excelu, gdzie post został wstawiony, żebym mogła śledzić komentarze. Myślę że zajmie to nie więcej niż 30 min dziennie albo i mniej. Prośba o Twoją wycenę, może być /h albo za post. Nie wymagam żadnego doświadczenia tylko znajomość fb.",
SYHI digital,Doświadczony WordPress & WooCommerce Developer (Bricks Builder) do projektu e-commerce,"Obecnie poszukujemy utalentowanego i doświadczonego Freelancera – WordPress & WooCommerce Developera, który dołączy do nas przy realizacji ciekawego projektu e-commerce. Docelowo, jeśli współpraca okaże się owocna dla obu stron, chętnie nawiążemy...",Do negocjacji,Sklepy internetowe,4,Znika za 30 dni,"https://useme.com/pl/jobs/doswiadczony-wordpress-woocommerce-developer-bricks-builder-do-projektu-e-commer,115599/",https://useme-prod-public.s3.amazonaws.com/avatars/090/330990_RqSctbl.png,SYHI_digital_a2766def5a105c44a70162df583016b5.png,"Obecnie poszukujemy utalentowanego i doświadczonego Freelancera – WordPress & WooCommerce Developera, który dołączy do nas przy realizacji ciekawego projektu e-commerce. Docelowo, jeśli współpraca okaże się owocna dla obu stron, chętnie nawiążemy współpracę długoterminową przy kolejnych projektach.
Czego oczekujemy (must-have):
Biegłej znajomości WordPressa i WooCommerce: 
Musisz swobodnie poruszać się w ekosystemie WordPressa, tworzyć i modyfikować motywy oraz wtyczki, a przede wszystkim – mieć solidne doświadczenie w budowie i konfiguracji sklepów na WooCommerce.
Umiejętności pracy z Figmą i dbałości o ""pixel perfect"": 
Projekty otrzymasz w formie plików Figmy. Oczekujemy precyzyjnego odwzorowania designu, z dbałością o każdy detal.
Doświadczenia z Bricks Builder: 
Pracujemy w oparciu o Bricks Builder, więc praktyczna znajomość tego narzędzia jest kluczowa.
Dobrej znajomości HTML5, CSS3 (Sass/SCSS mile widziane) oraz podstaw JavaScript (jQuery).
Znajomości PHP na poziomie pozwalającym na customizację WordPressa i WooCommerce.
Samodzielności, terminowości i świetnej organizacji pracy.
Umiejętności rozwiązywania problemów i proaktywnego podejścia.
Jeśli czujesz, że to ogłoszenie jest o Tobie i chcesz podjąć wyzwanie, prześlij nam:
- Portfolio zrealizowanych projektów (szczególnie e-commerce i te oparte o WordPress/Bricks, jeśli posiadasz).
- Krótki opis swojego doświadczenia z WooCommerce, Bricks Builder oraz pracą na podstawie plików Figmy.
- Oczekiwaną stawkę (godzinową lub za projekt – jeśli wolisz taką formę, możemy omówić szczegóły projektu).
-Informację o Twojej dostępności.
Obecnie poszukujemy utalentowanego i doświadczonego Freelancera – WordPress & WooCommerce Developera, który dołączy do nas przy realizacji ciekawego projektu e-commerce. Docelowo, jeśli współpraca okaże się owocna dla obu stron, chętnie nawiążemy współpracę długoterminową przy kolejnych projektach.
Czego oczekujemy (must-have):
Biegłej znajomości WordPressa i WooCommerce:
Musisz swobodnie poruszać się w ekosystemie WordPressa, tworzyć i modyfikować motywy oraz wtyczki, a przede wszystkim – mieć solidne doświadczenie w budowie i konfiguracji sklepów na WooCommerce.
Umiejętności pracy z Figmą i dbałości o ""pixel perfect"":
Projekty otrzymasz w formie plików Figmy. Oczekujemy precyzyjnego odwzorowania designu, z dbałością o każdy detal.
Doświadczenia z Bricks Builder:
Pracujemy w oparciu o Bricks Builder, więc praktyczna znajomość tego narzędzia jest kluczowa.
Dobrej znajomości HTML5, CSS3 (Sass/SCSS mile widziane) oraz podstaw JavaScript (jQuery).
Znajomości PHP na poziomie pozwalającym na customizację WordPressa i WooCommerce.
Samodzielności, terminowości i świetnej organizacji pracy.
Umiejętności rozwiązywania problemów i proaktywnego podejścia.
- Portfolio zrealizowanych projektów (szczególnie e-commerce i te oparte o WordPress/Bricks, jeśli posiadasz).
- Krótki opis swojego doświadczenia z WooCommerce, Bricks Builder oraz pracą na podstawie plików Figmy.
- Oczekiwaną stawkę (godzinową lub za projekt – jeśli wolisz taką formę, możemy omówić szczegóły projektu).
-Informację o Twojej dostępności.",
Codmi,Projekt graficzny strony internetowej na podstawie dostarczonych informacji. Figma. Wordpress,"Zlecę zaprojektowanie strony internetowej na podstawie dostarczonych informacji (kompletna rozpiska podstron i funkcjonalności). 
Specyfikacja: 
- do zaprojektowania 15 widoków indywidualnych podstron. Figma - wymagamy działanie na komponentach....",Do negocjacji,Projektowanie UX/UI,6,Znika za 30 dni,"https://useme.com/pl/jobs/projekt-graficzny-strony-internetowej-na-podstawie-dostarczonych-informacji-figm,115598/",https://useme-prod-public.s3.amazonaws.com/avatars/091/251591_cWwZcrG.png,Codmi_e7210c6b9a98a3a708552d7c34bafc49.png,"Zlecę zaprojektowanie strony internetowej na podstawie dostarczonych informacji (kompletna rozpiska podstron i funkcjonalności). 
Specyfikacja: 
- do zaprojektowania 15 widoków indywidualnych podstron. Figma - wymagamy działanie na komponentach. 
- branża budowlano-produkcyjna. 
- projekt na desktop i mobile. 
- format Figma.
- termin - zlecenie od zaraz. Termin realizacji jak najszybciej.
Mile widziane doświadczenie związane z projektowaniem stron pod Wordpress. 
Proszę o zgłoszenia grafików, którzy mogą podjąć temat od zaraz i posiadają odpowiednie kompetencje i umiejętności. 
Możliwe nawiązanie stałej współpracy.
Zlecę zaprojektowanie strony internetowej na podstawie dostarczonych informacji (kompletna rozpiska podstron i funkcjonalności).
Specyfikacja:
- do zaprojektowania 15 widoków indywidualnych podstron. Figma - wymagamy działanie na komponentach.
- branża budowlano-produkcyjna.
- projekt na desktop i mobile.
- format Figma.
- termin - zlecenie od zaraz. Termin realizacji jak najszybciej.
Mile widziane doświadczenie związane z projektowaniem stron pod Wordpress.
Proszę o zgłoszenia grafików, którzy mogą podjąć temat od zaraz i posiadają odpowiednie kompetencje i umiejętności.
Możliwe nawiązanie stałej współpracy.",
Pracownia Alternatywna,Analiza Biznesowa & Mapowanie Procesów,"Cześć!
W pa-ideas.com szukamy kogoś, kto czuje się mocny w analizie biznesowej. Szukamy freelancerów, z którymi moglibyśmy pracować projektowo. Stale się rozwijamy i czasami musimy odrzucać niektóre oferty z powodu braku rąk do pracy. Jeśli znasz...",Do negocjacji,Zarządzanie projektami,1,Znika za 30 dni,"https://useme.com/pl/jobs/analiza-biznesowa-mapowanie-procesow,115596/",https://useme-prod-public.s3.amazonaws.com/avatars/070/199870_tclSM4v.png,Pracownia_Alternatywna_f601631f44fbe49b40014148e4a620b6.png,"Cześć!
W pa-ideas.com szukamy kogoś, kto czuje się mocny w analizie biznesowej. Szukamy freelancerów, z którymi moglibyśmy pracować projektowo. Stale się rozwijamy i czasami musimy odrzucać niektóre oferty z powodu braku rąk do pracy. Jeśli znasz się na tej dziedzinie, skontaktuj się z nami.
Wymagania:
- Biegła znajomość języka polskiego i angielskiego
- Doświadczenie w analizie biznesowej i systemowej (branża IT)
Czym będziesz się zajmować:
- Mapowanie procesów
- Warsztaty z klientami
- Definiowanie wymagań biznesowych
- Analizowanie wymagań
- Dokumentowanie wymagań
- Wspieranie zespołu w ustalaniu priorytetów wymagań
- Zarządzanie wymaganiami
PROSZĘ, POKAŻ SWOJE PRZYKŁADOWE PRACE PODCZAS SKŁADANIA OFERTY!
Cześć!
W pa-ideas.com szukamy kogoś, kto czuje się mocny w analizie biznesowej. Szukamy freelancerów, z którymi moglibyśmy pracować projektowo. Stale się rozwijamy i czasami musimy odrzucać niektóre oferty z powodu braku rąk do pracy. Jeśli znasz się na tej dziedzinie, skontaktuj się z nami.
Wymagania:
- Biegła znajomość języka polskiego i angielskiego
- Doświadczenie w analizie biznesowej i systemowej (branża IT)
Czym będziesz się zajmować:
- Mapowanie procesów
- Warsztaty z klientami
- Definiowanie wymagań biznesowych
- Analizowanie wymagań
- Dokumentowanie wymagań
- Wspieranie zespołu w ustalaniu priorytetów wymagań
- Zarządzanie wymaganiami
PROSZĘ, POKAŻ SWOJE PRZYKŁADOWE PRACE PODCZAS SKŁADANIA OFERTY!",
Fotovision,Skan 13 000m2 matterport + plikiu rzutu PDF i CAD,"Zlecę zeskanowanie matterportem obiektu 11 pięter + dach w Cieszynie.
Powierzchnia 13 000m2.

Efekt końcowy:
- linki tdo wirtualnych spacerów
- pliki rzutów pdf i cad (te automatycznie generowane) BEZ chmury punktów.

Proszę o określenie kosztów...",Do negocjacji,Fotografia,1,Znika za 30 dni,"https://useme.com/pl/jobs/skan-13-000m2-matterport-plikiu-rzutu-pdf-i-cad,115606/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Zlecę zeskanowanie matterportem obiektu 11 pięter + dach w Cieszynie.
Powierzchnia 13 000m2.
Efekt końcowy:
- linki tdo wirtualnych spacerów
- pliki rzutów pdf i cad (te automatycznie generowane) BEZ chmury punktów.
Proszę o określenie kosztów i czasu realizacji.
Zlecę zeskanowanie matterportem obiektu 11 pięter + dach w Cieszynie.
Powierzchnia 13 000m2.
Efekt końcowy:
- linki tdo wirtualnych spacerów
- pliki rzutów pdf i cad (te automatycznie generowane) BEZ chmury punktów.
Proszę o określenie kosztów i czasu realizacji.",
kst,FlutterFlow - prace nad aplikacją,"Cześć, do aktualnie realizowanego projektu poszukujemy osoby działającej we FlutterFlow. Współpraca możliwa jest w dwóch wariantach (oba online):

- bieżąca praca nad aplikacją
- udzielanie konsultacji (wyższa stawka)

Jeśli jesteś zainteresowany...",Do negocjacji,Aplikacje mobilne,3,Znika za 30 dni,"https://useme.com/pl/jobs/flutterflow-prace-nad-aplikacja,115607/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Cześć, do aktualnie realizowanego projektu poszukujemy osoby działającej we FlutterFlow. Współpraca możliwa jest w dwóch wariantach (oba online):
- bieżąca praca nad aplikacją
- udzielanie konsultacji (wyższa stawka)
Jeśli jesteś zainteresowany wystarczy, że odpiszesz na tą wiadomość z informacją, który wariant Tobie odpowiada wraz z propozycją stawki godzinowej.
Cześć, do aktualnie realizowanego projektu poszukujemy osoby działającej we FlutterFlow. Współpraca możliwa jest w dwóch wariantach (oba online):
- bieżąca praca nad aplikacją
- udzielanie konsultacji (wyższa stawka)
Jeśli jesteś zainteresowany wystarczy, że odpiszesz na tą wiadomość z informacją, który wariant Tobie odpowiada wraz z propozycją stawki godzinowej.",
styrobudgorno,Wizualizacje kompostownika w 13 wersjach kolorystycznych,"Potrzebujemy przygotowania realistycznej wizualizacji betonowego kompostownika imitującego trawertyn w 13 różnych wariantach kolorystycznych, zgodnie ze wzorem przesłanym w załączniku. Każda wizualizacja powinna oddawać naturalną fakturę...",Do negocjacji,Grafika 3D,7,Znika za 30 dni,"https://useme.com/pl/jobs/wizualizacje-kompostownika-w-13-wersjach-kolorystycznych,115608/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Potrzebujemy przygotowania realistycznej wizualizacji betonowego kompostownika imitującego trawertyn w 13 różnych wariantach kolorystycznych, zgodnie ze wzorem przesłanym w załączniku. Każda wizualizacja powinna oddawać naturalną fakturę trawertynu – delikatne pory i subtelne żyłkowanie – przy zachowaniu dokładnych wymiarów i detali konstrukcyjnych kompostownika. Produkt ma być przedstawiony na wypielęgnowanym, zielonym trawniku, a tło powinno być subtelne i stonowane, na wzór wcześniejszych wizualizacji, bez zbędnych elementów odciągających uwagę. Gotowe pliki prosimy dostarczyć w rozdzielczości co najmniej 3000×2000 px, w formacie .PNG. Prosimy o potwierdzenie możliwości realizacji i orientacyjny koszt wykonania wszystkich 13 wariantów.
Potrzebujemy przygotowania realistycznej wizualizacji betonowego kompostownika imitującego trawertyn w 13 różnych wariantach kolorystycznych, zgodnie ze wzorem przesłanym w załączniku. Każda wizualizacja powinna oddawać naturalną fakturę trawertynu – delikatne pory i subtelne żyłkowanie – przy zachowaniu dokładnych wymiarów i detali konstrukcyjnych kompostownika. Produkt ma być przedstawiony na wypielęgnowanym, zielonym trawniku, a tło powinno być subtelne i stonowane, na wzór wcześniejszych wizualizacji, bez zbędnych elementów odciągających uwagę. Gotowe pliki prosimy dostarczyć w rozdzielczości co najmniej 3000×2000 px, w formacie .PNG. Prosimy o potwierdzenie możliwości realizacji i orientacyjny koszt wykonania wszystkich 13 wariantów.",
IraWinnicki,"API, CSS, integracja.","Szukam osoby, która wesprze mnie w przygotowaniu strony na bazie smartjobboard.com. Jest to SaaS do zakładania serwisów z ofertami pracy. Szukam osoby do stałej współpracy.

Potrzebuję wsparcia w:

- integracji serwisu z systemami do zarządzani...",Do negocjacji,Aplikacje webowe,15,Znika za 30 dni,"https://useme.com/pl/jobs/api-css-integracja,115609/",https://cdn.useme.com/1.20.6/images/avatar/empty-neutral.svg?v=1.20.6,,"Szukam osoby, która wesprze mnie w przygotowaniu strony na bazie smartjobboard.com. Jest to SaaS do zakładania serwisów z ofertami pracy. Szukam osoby do stałej współpracy.
Potrzebuję wsparcia w:
- integracji serwisu z systemami do zarządzani rekrutacjami (ATS) poprzez API lub Zapier (pobieranie ofert pracy i publikacje na moim serwisie)
- modyfikacja istniejącej strony poprzez CSS - drobne zmiany
- stworzenie prostej landing page (na bazie szablonu)
- konfiguracja mailingu (integracja smartjobboard z MailChimp)
- inne, dodatkowe rzeczy
Docelowo szukam osoby do stałem współpracy, która pomoże poprzez API lub Zapier (ewentualnie inne narzędzia takie jak np. Source Stack) zintegrować moją stronę i strony moich partnerów. 
Pierwsze zlecenie dotyczyć będzie integracji przez API dwóch stron (smartjobboard + system zarządzania rekrutacjami) - publikacja ogłoszeń z jednego serwisu na drugim.
Szukam osoby, która wesprze mnie w przygotowaniu strony na bazie smartjobboard.com. Jest to SaaS do zakładania serwisów z ofertami pracy. Szukam osoby do stałej współpracy.
Potrzebuję wsparcia w:
- integracji serwisu z systemami do zarządzani rekrutacjami (ATS) poprzez API lub Zapier (pobieranie ofert pracy i publikacje na moim serwisie)
- modyfikacja istniejącej strony poprzez CSS - drobne zmiany
- stworzenie prostej landing page (na bazie szablonu)
- konfiguracja mailingu (integracja smartjobboard z MailChimp)
- inne, dodatkowe rzeczy
Docelowo szukam osoby do stałem współpracy, która pomoże poprzez API lub Zapier (ewentualnie inne narzędzia takie jak np. Source Stack) zintegrować moją stronę i strony moich partnerów.
Pierwsze zlecenie dotyczyć będzie integracji przez API dwóch stron (smartjobboard + system zarządzania rekrutacjami) - publikacja ogłoszeń z jednego serwisu na drugim.",
Filip Śmigasiewicz,Przygotowanie dokumentów prawnych do strony agregatora ofert wypożyczalni samochodów,"Szukam prawnika lub osoby z doświadczeniem w tworzeniu dokumentów prawnych dla serwisów internetowych do przygotowania kompletu dokumentów dla platformy agregującej oferty wypożyczalni samochodów.

Moja firma nie świadczy usług wynajmu pojazdów,...",Do negocjacji,Obsługa stron internetowych,0,Znika za 30 dni,"https://useme.com/pl/jobs/przygotowanie-dokumentow-prawnych-do-strony-agregatora-ofert-wypozyczalni-samoch,115595/",https://useme-prod-public.s3.amazonaws.com/avatars/007/482707.png,Filip_Śmigasiewicz_851d9f77f19cbdf5f7c5067e49f3721b.png,"Szukam prawnika lub osoby z doświadczeniem w tworzeniu dokumentów prawnych dla serwisów internetowych do przygotowania kompletu dokumentów dla platformy agregującej oferty wypożyczalni samochodów.
Moja firma nie świadczy usług wynajmu pojazdów, a jedynie przekazuje dane potencjalnych klientów (leady) do współpracujących wypożyczalni. Potrzebuję dokumentów, które uwzględniają ten model biznesowy.
Zakres zlecenia obejmuje:
Polityka prywatności (zgodna z RODO, uwzględniająca przekazywanie danych do firm trzecich)
Polityka cookies i wzór banera cookies
Regulamin korzystania z platformy
Wzór umowy B2B z wypożyczalniami (dot. przesyłania leadów i warunków rozliczeń)
Umowa powierzenia przetwarzania danych osobowych lub ustalenie współadministracji
Szukam prawnika lub osoby z doświadczeniem w tworzeniu dokumentów prawnych dla serwisów internetowych do przygotowania kompletu dokumentów dla platformy agregującej oferty wypożyczalni samochodów.
Moja firma nie świadczy usług wynajmu pojazdów, a jedynie przekazuje dane potencjalnych klientów (leady) do współpracujących wypożyczalni. Potrzebuję dokumentów, które uwzględniają ten model biznesowy.
Zakres zlecenia obejmuje:
Polityka prywatności (zgodna z RODO, uwzględniająca przekazywanie danych do firm trzecich)
Polityka cookies i wzór banera cookies
Regulamin korzystania z platformy
Wzór umowy B2B z wypożyczalniami (dot. przesyłania leadów i warunków rozliczeń)
Umowa powierzenia przetwarzania danych osobowych lub ustalenie współadministracji",
